index,Name,Gender,Document_Type,Document_Number,Address,New_DOB,Name_clean,Address_clean,Document_Number_clean,Document_valid,Combined_Text,Record_ID,Group_ID,Name_Length,Address_Length,Name_Freq,Address_Freq,Group_Size,Name_Encoded,Address_Encoded,Fraud_Label,Fraud_Probability,Fraud_Prediction,Risk_Level,Image_File,OCR_Text,OCR_Similarity,OCR_Match,Duplicate_Image_Flag,Final_Risk_Score,Final_Risk_Level,Gender_clean,Document_type_clean,DOB,Document_format,Combined_Data,Duplicate_Group_ID,Fraud_Risk_Score,Fraud_Risk_Level
1307,Yuvraj  Hegde,,Passport,G3344451,"122, Dewan Street, Vijayawada-565097",19-09-1983,yuvraj  hegde,122 dewan street vijayawada565097,G3344451,True,yuvraj hegde 122 dewan street vijayawada 565097,1307,1308,12,34,2,1,1,2290,179,0,0.06,0,Low,img_7.jpg,yuvraj hegde,1.0,Match,Yes,0.236,Low,nan,passport,Unknown,True,yuvraj  hegde nan Unknown passport G3344451 122 dewan street vijayawada565097,-1,0.0,Low
1308,Saksham Yadav,Female,Aadhaar,8623 9247 1804,"88, Toor Ganj, Dindigul 928819",22-01-1995,saksham yadav,88 toor ganj dindigul 928819,8.62392E+11,True,saksham yadav 88 toor ganj dindigul 928819,1308,1309,13,28,2,1,1,1852,1411,0,0.04,0,Low,img_8.jpg,saksham yadav,1.0,Match,Yes,0.224,Low,female,aadhaar,Unknown,False,saksham yadav female Unknown aadhaar 8623 9247 1804 88 toor ganj dindigul 928819,-1,0.4,Medium
1309,Advika Kalita,,Aadhaar,7429 5109 1830,"H.No. 143, Deo, Davanagere 676856",30-12-1983,advika kalita,hno 143 deo davanagere 676856,7.42951E+11,True,advika kalita h no 143 deo davanagere 676856,1309,1310,13,30,1,1,1,125,1714,0,0.03,0,Low,img_9.jpg,advika kalita,1.0,Match,Yes,0.218,Low,nan,aadhaar,Unknown,False,advika kalita nan Unknown aadhaar 7429 5109 1830 hno 143 deo davanagere 676856,-1,0.4,Medium
1310,Lavanya Jain,Female,PAN,FXLHJ0511S,"38, Salvi Nagar, Bokaro-557293",31-12-2003,lavanya jain,38 salvi nagar bokaro557293,FXLHJ0511S,True,lavanya jain 38 salvi nagar bokaro 557293,1310,1311,12,28,1,1,1,1228,591,0,0.05,0,Low,img_0.jpg,niaj aynaval,0.25,Mismatch,Yes,0.38,Low,female,pan,Unknown,True,lavanya jain female Unknown pan FXLHJ0511S 38 salvi nagar bokaro557293,-1,0.0,Low
1311,Rati Chahal,,PAN,IUOPC8104V,"459, Srivastava Road, Ghaziabad-183937",05-01-1972,rati chahal,459 srivastava road ghaziabad183937,IUOPC8104V,True,rati chahal 459 srivastava road ghaziabad 183937,1311,1312,11,36,1,1,1,1698,709,0,0.2,0,Low,img_1.jpg,rati chahal,1.0,Match,Yes,0.32,Low,nan,pan,Unknown,True,rati chahal nan Unknown pan IUOPC8104V 459 srivastava road ghaziabad183937,-1,0.0,Low
1312,Zeeshan Chhabra,Male,PAN,YEULC4777V,"H.No. 14, Handa Zila, Guna-698119",13-09-1991,zeeshan chhabra,hno 14 handa zila guna698119,YEULC4777V,True,zeeshan chhabra h no 14 handa zila guna 698119,1312,1313,15,30,1,1,1,2335,1709,0,0.02,0,Low,img_2.jpg,zeeshan chhabra,1.0,Match,Yes,0.212,Low,male,pan,Unknown,True,zeeshan chhabra male Unknown pan YEULC4777V hno 14 handa zila guna698119,-1,0.0,Low
1313,Ivan Sinha,Male,Passport,L1533983,"01, Halder Path, Nellore-809387",28-05-1996,ivan sinha,01 halder path nellore809387,L1533983,True,ivan sinha 01 halder path nellore 809387,1313,1314,10,29,1,1,1,943,25,0,0.11,0,Low,img_3.jpg,ivan sinha,1.0,Match,Yes,0.266,Low,male,passport,Unknown,True,ivan sinha male Unknown passport L1533983 01 halder path nellore809387,-1,0.0,Low
1314,Himmat Grover,Male,,Missing,"13/19, Tandon Street, Begusarai 667963",10-12-1983,himmat grover,1319 tandon street begusarai 667963,NONE,False,himmat grover 13 19 tandon street begusarai 667963,1314,1315,13,36,1,1,1,773,181,0,0.04,0,Low,img_4.jpg,himmat grover,1.0,Match,Yes,0.224,Low,male,nan,Unknown,False,himmat grover male Unknown nan Missing 1319 tandon street begusarai 667963,-1,0.4,Medium
1315,Shanaya Sandal,Female,Aadhaar,6295 1172 1757,"87/12, Kara Marg, Noida-667892",23-04-1997,shanaya sandal,8712 kara marg noida667892,6.29512E+11,True,shanaya sandal 87 12 kara marg noida 667892,1315,1316,14,28,1,1,1,1971,1382,0,0.01,0,Low,img_5.jpg,shanaya sandal,1.0,Match,Yes,0.206,Low,female,aadhaar,Unknown,False,shanaya sandal female Unknown aadhaar 6295 1172 1757 8712 kara marg noida667892,-1,0.4,Medium
1316,Zara Seth,Male,Aadhaar,8121 1258 5939,"098, Sridhar Circle, Ranchi 185706",25-02-2005,zara seth,098 sridhar circle ranchi 185706,8.12113E+11,True,zara seth 098 sridhar circle ranchi 185706,1316,1317,9,32,1,1,1,2329,139,0,0.0,0,Low,img_6.jpg,zara seth,1.0,Match,Yes,0.2,Low,male,aadhaar,Unknown,False,zara seth male Unknown aadhaar 8121 1258 5939 098 sridhar circle ranchi 185706,-1,0.4,Medium
1317,Kiara Chopra,Other,PAN,RZEGC6482V,"H.No. 258, Devi Road, Firozabad-375416",15-11-1970,kiara chopra,hno 258 devi road firozabad375416,RZEGC6482V,True,kiara chopra h no 258 devi road firozabad 375416,1317,1318,12,35,1,1,1,1137,1805,0,0.03,0,Low,img_7.jpg,kiara chopra,1.0,Match,Yes,0.218,Low,other,pan,Unknown,True,kiara chopra other Unknown pan RZEGC6482V hno 258 devi road firozabad375416,-1,0.0,Low
1318,Anika Raval,Other,Passport,F2184140,"56, Lal Zila, Katni 998144",19-06-1987,anika raval,56 lal zila katni 998144,F2184140,True,anika raval 56 lal zila katni 998144,1318,1319,11,24,1,1,1,252,863,0,0.06,0,Low,img_8.jpg,lavar akina,0.27,Mismatch,Yes,0.382,Low,other,passport,Unknown,True,anika raval other Unknown passport F2184140 56 lal zila katni 998144,-1,0.0,Low
1319,Sara Khare,Male,Passport,U6406362,"98, Brahmbhatt Marg, Katihar-200731",08-03-1979,sara khare,98 brahmbhatt marg katihar200731,U6406362,True,sara khare 98 brahmbhatt marg katihar 200731,1319,1320,10,33,1,1,1,1915,1561,0,0.01,0,Low,img_9.jpg,erahk aras,0.3,Mismatch,Yes,0.346,Low,male,passport,Unknown,True,sara khare male Unknown passport U6406362 98 brahmbhatt marg katihar200731,-1,0.0,Low
1320,Rati Divan,Female,Passport,D8263044,"914, Randhawa Nagar, Ulhasnagar-472821",24-08-1972,rati divan,914 randhawa nagar ulhasnagar472821,D8263044,True,rati divan 914 randhawa nagar ulhasnagar 472821,1320,1321,10,36,1,1,1,1699,1457,0,0.01,0,Low,img_0.jpg,rati divan,1.0,Match,Yes,0.206,Low,female,passport,Unknown,True,rati divan female Unknown passport D8263044 914 randhawa nagar ulhasnagar472821,-1,0.0,Low
1321,Riya Ravel,Male,Passport,O7045101,"H.No. 031, Sood Road, Chennai 721564",10-07-1973,riya ravel,hno 031 sood road chennai 721564,O7045101,True,riya ravel h no 031 sood road chennai 721564,1321,1322,10,33,1,1,1,1778,1623,0,0.02,0,Low,img_1.jpg,levar ayir,0.3,Mismatch,Yes,0.352,Low,male,passport,Unknown,True,riya ravel male Unknown passport O7045101 hno 031 sood road chennai 721564,-1,0.0,Low
1322,,Male,Passport,L9832792,"78/44, Ram Marg, Haldia 029261",19-04-1970,nan,7844 ram marg haldia 029261,L9832792,True,none 78 44 ram marg haldia 029261,1322,1323,4,28,118,1,1,1495,1228,0,0.04,0,Low,img_2.jpg,none,1.0,Match,Yes,0.224,Low,male,passport,Unknown,True,nan male Unknown passport L9832792 7844 ram marg haldia 029261,-1,0.0,Low
1323,Samar Sethi,Female,PAN,ZJUJS1379Y,"92, Konda Path, Naihati 978227",10-09-1981,samar sethi,92 konda path naihati 978227,ZJUJS1379Y,True,samar sethi 92 konda path naihati 978227,1323,1324,11,28,1,1,1,1873,1469,0,0.03,0,Low,img_3.jpg,samar sethi,1.0,Match,Yes,0.218,Low,female,pan,Unknown,True,samar sethi female Unknown pan ZJUJS1379Y 92 konda path naihati 978227,-1,0.0,Low
1324,Ivan Khanna,Male,Aadhaar,9553 9254 5731,"035, Sha Street, Vellore 902173",05-06-1985,ivan khanna,035 sha street vellore 902173,9.55393E+11,True,ivan khanna 035 sha street vellore 902173,1324,1325,11,29,1,1,1,936,58,1,0.75,1,High,img_4.jpg,ivan khanna,1.0,Match,Yes,0.65,Medium,male,aadhaar,Unknown,False,ivan khanna male Unknown aadhaar 9553 9254 5731 035 sha street vellore 902173,-1,0.4,Medium
1325,Alisha Zachariah,Other,Passport,I4825701,"57/988, Dara Nagar, Ludhiana 981887",17-04-2000,alisha zachariah,57988 dara nagar ludhiana 981887,I4825701,True,alisha zachariah 57 988 dara nagar ludhiana 981887,1325,1326,16,33,1,1,1,172,875,0,0.09,0,Low,img_5.jpg,alisha zachariah,1.0,Match,Yes,0.254,Low,other,passport,Unknown,True,alisha zachariah other Unknown passport I4825701 57988 dara nagar ludhiana 981887,-1,0.0,Low
1326,Saira Loke,Male,Aadhaar,5621 2152 1785,"209, Dutt Ganj, Narasaraopet-593953",21-04-1975,saira loke,209 dutt ganj narasaraopet593953,5.62122E+11,True,saira loke 209 dutt ganj narasaraopet 593953,1326,1327,10,33,1,1,1,1831,307,0,0.03,0,Low,img_6.jpg,ekol arias,0.1,Mismatch,Yes,0.398,Low,male,aadhaar,Unknown,False,saira loke male Unknown aadhaar 5621 2152 1785 209 dutt ganj narasaraopet593953,-1,0.4,Medium
1327,Divyansh Shere,Other,Aadhaar,5385 7494 6977,"85/68, Wali Zila, Mehsana 072572",17-04-1981,divyansh shere,8568 wali zila mehsana 072572,5.38575E+11,True,divyansh shere 85 68 wali zila mehsana 072572,1327,1328,14,30,1,1,1,586,1357,0,0.01,0,Low,img_7.jpg,divyansh shere,1.0,Match,Yes,0.206,Low,other,aadhaar,Unknown,False,divyansh shere other Unknown aadhaar 5385 7494 6977 8568 wali zila mehsana 072572,-1,0.4,Medium
1328,Shalv Bhakta,Other,Passport,O2875837,"55/704, Kota Circle, Noida 944397",14-08-1995,shalv bhakta,55704 kota circle noida 944397,O2875837,True,shalv bhakta 55 704 kota circle noida 944397,1328,1329,12,31,1,1,1,1938,845,0,0.0,0,Low,img_8.jpg,shalv bhakta,1.0,Match,Yes,0.2,Low,other,passport,Unknown,True,shalv bhakta other Unknown passport O2875837 55704 kota circle noida 944397,-1,0.0,Low
1329,Prerak Hari,Other,PAN,NGIBH8899F,"98, Ramachandran Street, Machilipatnam 932089",31-10-2000,prerak hari,98 ramachandran street machilipatnam 932089,NGIBH8899F,True,prerak hari 98 ramachandran street machilipatnam 932089,1329,1330,11,43,1,1,1,1596,1566,0,0.05,0,Low,img_9.jpg,prerak hari,1.0,Match,Yes,0.23,Low,other,pan,Unknown,True,prerak hari other Unknown pan NGIBH8899F 98 ramachandran street machilipatnam 932089,-1,0.0,Low
1330,Vanya Mane,Male,Passport,H8195133,"H.No. 071, Kadakia Circle, Akola 431703",09-02-1989,vanya mane,hno 071 kadakia circle akola 431703,H8195133,True,vanya mane h no 071 kadakia circle akola 431703,1330,1331,10,36,1,1,1,2170,1652,0,0.08,0,Low,img_0.jpg,vanya mane,1.0,Match,Yes,0.248,Low,male,passport,Unknown,True,vanya mane male Unknown passport H8195133 hno 071 kadakia circle akola 431703,-1,0.0,Low
1331,Samaira Dass,Other,Passport,G1709283,"777, Handa Path, Sri Ganganagar 646983",24-11-1971,samaira dass,777 handa path sri ganganagar 646983,G1709283,True,samaira dass 777 handa path sri ganganagar 646983,1331,1332,12,36,1,1,1,1854,1223,0,0.01,0,Low,img_1.jpg,samaira dass,1.0,Match,Yes,0.206,Low,other,passport,Unknown,True,samaira dass other Unknown passport G1709283 777 handa path sri ganganagar 646983,-1,0.0,Low
1332,Ehsaan Joshi,Male,PAN,VTZAJ0683U,"H.No. 329, Aggarwal Path, Vasai-Virar-289738",01-03-1991,ehsaan joshi,hno 329 aggarwal path vasaivirar289738,VTZAJ0683U,True,ehsaan joshi h no 329 aggarwal path vasai virar 289738,1332,1333,12,41,1,1,1,609,1852,0,0.01,0,Low,img_2.jpg,ehsaan joshi,1.0,Match,Yes,0.206,Low,male,pan,Unknown,True,ehsaan joshi male Unknown pan VTZAJ0683U hno 329 aggarwal path vasaivirar289738,-1,0.0,Low
1333,Gatik Sen,Female,PAN,NLHBS8020R,"H.No. 81, Dewan Nagar, Panvel 271579",07-05-1991,gatik sen,hno 81 dewan nagar panvel 271579,NLHBS8020R,True,gatik sen h no 81 dewan nagar panvel 271579,1333,1334,9,33,1,1,1,717,2227,1,0.02,0,Low,img_3.jpg,gatik sen,1.0,Match,Yes,0.212,Low,female,pan,Unknown,True,gatik sen female Unknown pan NLHBS8020R hno 81 dewan nagar panvel 271579,-1,0.0,Low
1334,Vivaan Walla,Male,PAN,OAHBW0043L,"70/44, Trivedi Ganj, Haridwar-490403",15-10-1989,vivaan walla,7044 trivedi ganj haridwar490403,OAHBW0043L,True,vivaan walla 70 44 trivedi ganj haridwar 490403,1334,1335,12,34,1,1,1,2245,1081,1,0.0,0,Low,img_4.jpg,vivaan walla,1.0,Match,Yes,0.2,Low,male,pan,Unknown,True,vivaan walla male Unknown pan OAHBW0043L 7044 trivedi ganj haridwar490403,-1,0.0,Low
1335,Riaan Thaman,Male,PAN,ERKFT0427V,"71/830, Savant Nagar, Jalna 940406",27-05-1974,riaan thaman,71830 savant nagar jalna 940406,ERKFT0427V,True,riaan thaman 71 830 savant nagar jalna 940406,1335,1336,12,32,1,1,1,1753,1098,0,0.02,0,Low,img_5.jpg,riaan thaman,1.0,Match,Yes,0.212,Low,male,pan,Unknown,True,riaan thaman male Unknown pan ERKFT0427V 71830 savant nagar jalna 940406,-1,0.0,Low
1336,Uthkarsh Grewal,Female,PAN,YMVTG1667C,"22, Bhattacharyya, Udupi-438687",16-09-1973,uthkarsh grewal,22 bhattacharyya udupi438687,YMVTG1667C,True,uthkarsh grewal 22 bhattacharyya udupi 438687,1336,1337,15,29,1,1,1,2151,335,0,0.16,0,Low,img_6.jpg,lawerg hsrakhtu,0.07,Mismatch,Yes,0.482,Medium,female,pan,Unknown,True,uthkarsh grewal female Unknown pan YMVTG1667C 22 bhattacharyya udupi438687,-1,0.0,Low
1337,Kavya Chacko,Male,Passport,L5232594,"87/55, Dhaliwal Marg, Ongole 795178",27-11-1973,kavya chacko,8755 dhaliwal marg ongole 795178,L5232594,True,kavya chacko 87 55 dhaliwal marg ongole 795178,1337,1338,12,33,1,1,1,1101,1390,0,0.01,0,Low,img_7.jpg,kavya chacko,1.0,Match,Yes,0.206,Low,male,passport,Unknown,True,kavya chacko male Unknown passport L5232594 8755 dhaliwal marg ongole 795178,-1,0.0,Low
1338,Hansh Hegde,Male,PAN,OFTTH6495J,"29, Bava Street, Jamshedpur 724340",25-03-1970,hansh hegde,29 bava street jamshedpur 724340,OFTTH6495J,True,hansh hegde 29 bava street jamshedpur 724340,1338,1339,11,32,1,1,1,741,461,0,0.02,0,Low,img_8.jpg,edgeh hsnah,0.27,Mismatch,Yes,0.358,Low,male,pan,Unknown,True,hansh hegde male Unknown pan OFTTH6495J 29 bava street jamshedpur 724340,-1,0.0,Low
1339,Kashvi Dyal,,Passport,F8217968,"45/560, Bhat Street, Kharagpur 534077",05-05-1991,kashvi dyal,45560 bhat street kharagpur 534077,F8217968,True,kashvi dyal 45 560 bhat street kharagpur 534077,1339,1340,11,35,1,1,1,1090,697,0,0.06,0,Low,img_9.jpg,layd ivhsak,0.09,Mismatch,Yes,0.418,Medium,nan,passport,Unknown,True,kashvi dyal nan Unknown passport F8217968 45560 bhat street kharagpur 534077,-1,0.0,Low
1340,Dhanush Manda,Male,PAN,JQBCM0110E,"293, Sachdev Chowk, Salem-232738",18-05-1985,dhanush manda,293 sachdev chowk salem232738,JQBCM0110E,True,dhanush manda 293 sachdev chowk salem 232738,1340,1341,13,30,1,1,1,518,468,0,0.05,0,Low,img_0.jpg,dhanush manda,1.0,Match,Yes,0.23,Low,male,pan,Unknown,True,dhanush manda male Unknown pan JQBCM0110E 293 sachdev chowk salem232738,-1,0.0,Low
1341,Jiya Sehgal,Female,PAN,AWMLS2450G,"804, Banik Street, Uluberia-168089",22-11-1972,jiya sehgal,804 banik street uluberia168089,AWMLS2450G,True,jiya sehgal 804 banik street uluberia 168089,1341,1342,11,32,1,1,1,1035,1276,0,0.09,0,Low,img_1.jpg,jiya sehgal,1.0,Match,Yes,0.254,Low,female,pan,Unknown,True,jiya sehgal female Unknown pan AWMLS2450G 804 banik street uluberia168089,-1,0.0,Low
1342,Samarth Sangha,Male,Aadhaar,4800 2324 1009,"33/93, Mangat Chowk, Bally 536267",08-05-1975,samarth sangha,3393 mangat chowk bally 536267,4.80023E+11,True,samarth sangha 33 93 mangat chowk bally 536267,1342,1343,14,31,1,1,1,1880,521,0,0.01,0,Low,img_2.jpg,samarth sangha,1.0,Match,Yes,0.206,Low,male,aadhaar,Unknown,False,samarth sangha male Unknown aadhaar 4800 2324 1009 3393 mangat chowk bally 536267,-1,0.4,Medium
1343,Vidur Mahajan,Female,Passport,Z9265386,"H.No. 08, Dugar Road, Jorhat 373683",23-06-1971,vidur mahajan,hno 08 dugar road jorhat 373683,Z9265386,True,vidur mahajan h no 08 dugar road jorhat 373683,1343,1344,13,32,1,1,1,2219,1661,0,0.05,0,Low,img_3.jpg,vidur mahajan,1.0,Match,Yes,0.23,Low,female,passport,Unknown,True,vidur mahajan female Unknown passport Z9265386 hno 08 dugar road jorhat 373683,-1,0.0,Low
1344,,Other,Aadhaar,9080 1470 4914,"H.No. 67, Dhaliwal Marg, Sikar 332324",02-10-1991,nan,hno 67 dhaliwal marg sikar 332324,9.08015E+11,True,none h no 67 dhaliwal marg sikar 332324,1344,1345,4,34,118,1,1,1495,2124,0,0.0,0,Low,img_4.jpg,none,1.0,Match,Yes,0.2,Low,other,aadhaar,Unknown,False,nan other Unknown aadhaar 9080 1470 4914 hno 67 dhaliwal marg sikar 332324,-1,0.4,Medium
1345,Eshani Grewal,Female,Passport,Y7180306,"05, Bhandari Path, Durgapur-378556",09-10-1978,eshani grewal,05 bhandari path durgapur378556,Y7180306,True,eshani grewal 05 bhandari path durgapur 378556,1345,1346,13,32,1,1,1,658,79,0,0.01,0,Low,img_5.jpg,eshani grewal,1.0,Match,Yes,0.206,Low,female,passport,Unknown,True,eshani grewal female Unknown passport Y7180306 05 bhandari path durgapur378556,-1,0.0,Low
1346,Nitara Batta,Male,Aadhaar,7084 5464 6925,"68/412, Mani Chowk, Kadapa 358293",19-10-1988,nitara batta,68412 mani chowk kadapa 358293,7.08455E+11,True,nitara batta 68 412 mani chowk kadapa 358293,1346,1347,12,31,1,1,1,1479,1043,0,0.02,0,Low,img_6.jpg,nitara batta,1.0,Match,Yes,0.212,Low,male,aadhaar,Unknown,False,nitara batta male Unknown aadhaar 7084 5464 6925 68412 mani chowk kadapa 358293,-1,0.4,Medium
1347,Zoya Andra,Male,Passport,T3519738,"798, Trivedi Chowk, Alwar-869202",21-02-2000,zoya andra,798 trivedi chowk alwar869202,T3519738,True,zoya andra 798 trivedi chowk alwar 869202,1347,1348,10,30,1,1,1,2342,1259,0,0.0,0,Low,img_7.jpg,zoya andra,1.0,Match,Yes,0.2,Low,male,passport,Unknown,True,zoya andra male Unknown passport T3519738 798 trivedi chowk alwar869202,-1,0.0,Low
1348,Mannat Chokshi,Other,Passport,D4763301,"61/81, Karpe Road, Raebareli 991277",25-02-1977,mannat chokshi,6181 karpe road raebareli 991277,D4763301,True,mannat chokshi 61 81 karpe road raebareli 991277,1348,1349,14,33,1,1,1,1300,936,1,0.67,1,Medium,img_8.jpg,mannat chokshi,1.0,Match,Yes,0.602,Medium,other,passport,Unknown,True,mannat chokshi other Unknown passport D4763301 6181 karpe road raebareli 991277,-1,0.0,Low
1349,Raghav Dara,Male,Passport,G2155916,"51/28, Chana Road, Fatehpur 171000",02-01-1997,raghav dara,5128 chana road fatehpur 171000,G2155916,True,raghav dara 51 28 chana road fatehpur 171000,1349,1350,11,32,2,1,1,1638,782,0,0.03,0,Low,img_9.jpg,arad vahgar,0.27,Mismatch,Yes,0.364,Low,male,passport,Unknown,True,raghav dara male Unknown passport G2155916 5128 chana road fatehpur 171000,-1,0.0,Low
1350,Mehul Varkey,Other,Aadhaar,3668 9132 2157,"H.No. 00, Chakraborty Chowk, Kadapa 687984",14-04-1994,mehul varkey,hno 00 chakraborty chowk kadapa 687984,3.66891E+11,True,mehul varkey h no 00 chakraborty chowk kadapa 687984,1350,1351,12,39,1,1,1,1324,1593,0,0.04,0,Low,img_0.jpg,mehul varkey,1.0,Match,Yes,0.224,Low,other,aadhaar,Unknown,False,mehul varkey other Unknown aadhaar 3668 9132 2157 hno 00 chakraborty chowk kadapa 687984,-1,0.4,Medium
1351,Anahi Sanghvi,Male,Passport,U9123588,"98, Ben Circle, Darbhanga 161037",27-05-1995,anahi sanghvi,98 ben circle darbhanga 161037,U9123588,True,anahi sanghvi 98 ben circle darbhanga 161037,1351,1352,13,30,1,1,1,199,1560,0,0.03,0,Low,img_1.jpg,anahi sanghvi,1.0,Match,Yes,0.218,Low,male,passport,Unknown,True,anahi sanghvi male Unknown passport U9123588 98 ben circle darbhanga 161037,-1,0.0,Low
1352,Advik Sarna,Female,Aadhaar,7928 1310 8571,"98, Shetty Ganj, Imphal-763933",07-06-2003,advik sarna,98 shetty ganj imphal763933,7.92813E+11,True,advik sarna 98 shetty ganj imphal 763933,1352,1353,11,28,1,1,1,116,1569,0,0.04,0,Low,img_2.jpg,advik sarna,1.0,Match,Yes,0.224,Low,female,aadhaar,Unknown,False,advik sarna female Unknown aadhaar 7928 1310 8571 98 shetty ganj imphal763933,-1,0.4,Medium
1353,Ivana Desai,Female,Aadhaar,7224 7827 2195,"36/829, Luthra Road, Dehri 108104",30-05-1984,ivana desai,36829 luthra road dehri 108104,7.22478E+11,True,ivana desai 36 829 luthra road dehri 108104,1353,1354,11,31,1,1,1,949,564,0,0.04,0,Low,img_3.jpg,ivana desai,1.0,Match,Yes,0.224,Low,female,aadhaar,Unknown,False,ivana desai female Unknown aadhaar 7224 7827 2195 36829 luthra road dehri 108104,-1,0.4,Medium
1354,,Female,Aadhaar,3473 3062 9060,"938, Bajwa Circle, Solapur-165713",10-09-1975,nan,938 bajwa circle solapur165713,3.47331E+11,True,none 938 bajwa circle solapur 165713,1354,1355,4,31,118,1,1,1495,1493,0,0.0,0,Low,img_4.jpg,none,1.0,Match,Yes,0.2,Low,female,aadhaar,Unknown,False,nan female Unknown aadhaar 3473 3062 9060 938 bajwa circle solapur165713,-1,0.4,Medium
1355,Gokul Shukla,Female,Passport,E3815068,"64/647, Sarin Street, Davanagere 940961",13-01-1971,gokul shukla,64647 sarin street davanagere 940961,E3815068,True,gokul shukla 64 647 sarin street davanagere 940961,1355,1356,12,37,1,1,1,733,983,0,0.11,0,Low,img_5.jpg,gokul shukla,1.0,Match,Yes,0.266,Low,female,passport,Unknown,True,gokul shukla female Unknown passport E3815068 64647 sarin street davanagere 940961,-1,0.0,Low
1356,Anvi Dhar,,Passport,R9647314,"40, Talwar Chowk, Delhi-032093",02-12-1981,anvi dhar,40 talwar chowk delhi032093,R9647314,True,anvi dhar 40 talwar chowk delhi 032093,1356,1357,9,28,1,1,1,267,625,1,0.75,1,High,img_6.jpg,anvi dhar,1.0,Match,Yes,0.65,Medium,nan,passport,Unknown,True,anvi dhar nan Unknown passport R9647314 40 talwar chowk delhi032093,-1,0.0,Low
1357,Vivaan Iyer,Male,PAN,CJGPI4316X,"02/992, Sridhar Road, Faridabad 530492",17-03-1980,vivaan iyer,02992 sridhar road faridabad 530492,CJGPI4316X,True,vivaan iyer 02 992 sridhar road faridabad 530492,1357,1358,11,36,1,1,1,2241,38,0,0.39,0,Low,img_7.jpg,vivaan iyer,1.0,Match,Yes,0.434,Medium,male,pan,Unknown,True,vivaan iyer male Unknown pan CJGPI4316X 02992 sridhar road faridabad 530492,-1,0.0,Low
1358,Riya Iyer,Other,PAN,DQMJI8640B,"H.No. 86, Loke Circle, Guna-168717",13-09-1984,riya iyer,hno 86 loke circle guna168717,DQMJI8640B,True,riya iyer h no 86 loke circle guna 168717,1358,1359,9,31,1,1,1,1772,2272,0,0.03,0,Low,img_8.jpg,riya iyer,1.0,Match,Yes,0.218,Low,other,pan,Unknown,True,riya iyer other Unknown pan DQMJI8640B hno 86 loke circle guna168717,-1,0.0,Low
1359,Anvi Raval,Other,Aadhaar,4661 7983 4509,"H.No. 23, D’Alia Path, Hubli–Dharwad 920964",09-06-2000,anvi raval,hno 23 dalia path hublidharwad 920964,4.6618E+11,True,anvi raval h no 23 d alia path hubli dharwad 920964,1359,1360,10,40,1,1,1,275,1785,0,0.01,0,Low,img_9.jpg,anvi raval,1.0,Match,Yes,0.206,Low,other,aadhaar,Unknown,False,anvi raval other Unknown aadhaar 4661 7983 4509 hno 23 dalia path hublidharwad 920964,-1,0.4,Medium
1360,Aarav Kannan,Female,PAN,EPLJK1014Q,"H.No. 27, Dugar Zila, Aligarh-538335",31-12-1976,aarav kannan,hno 27 dugar zila aligarh538335,EPLJK1014Q,True,aarav kannan h no 27 dugar zila aligarh 538335,1360,1361,12,33,1,1,1,13,1817,1,0.7,1,High,img_0.jpg,aarav kannan,1.0,Match,Yes,0.62,Medium,female,pan,Unknown,True,aarav kannan female Unknown pan EPLJK1014Q hno 27 dugar zila aligarh538335,-1,0.0,Low
1361,Mohanlal Dave,Male,Passport,P9595108,"77, Kale Street, Meerut 561081",15-10-2004,mohanlal dave,77 kale street meerut 561081,P9595108,True,mohanlal dave 77 kale street meerut 561081,1361,1362,13,28,1,1,1,1357,1218,0,0.04,0,Low,img_1.jpg,mohanlal dave,1.0,Match,Yes,0.224,Low,male,passport,Unknown,True,mohanlal dave male Unknown passport P9595108 77 kale street meerut 561081,-1,0.0,Low
